BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster_result
1207.465786,1.0,125.0,25.0,100.0,0.0,0.333333,0.083333,0.166667,0.0,0,4,1800.0,1872.705924,458.501302,0.090909,12,Cluster 2.0
9354.06045,1.0,796.33,796.33,0.0,13748.47131,0.083333,0.083333,0.0,0.666667,16,1,13000.0,10664.65866,2600.875721,0.083333,12,Cluster 4.0
821.916526,0.857143,1386.4,1386.4,0.0,0.0,0.285714,0.285714,0.0,0.0,0,3,1500.0,238.348011,154.555561,0.0,7,Cluster 2.0
483.402486,0.777778,2723.47,2723.47,0.0,0.0,0.666667,0.666667,0.0,0.0,0,26,2000.0,1203.702727,171.501276,0.0,9,Cluster 3.0
7.85361,0.363636,125.0,0.0,125.0,0.0,0.416667,0.0,0.333333,0.0,0,5,2500.0,91.786773,43.39952,0.0,12,Cluster 2.0
1155.509859,1.0,564.0,564.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,6,4000.0,279.047416,295.461365,0.0,12,Cluster 2.0
81.860834,0.909091,710.09,392.0,318.09,0.0,0.583333,0.166667,0.416667,0.0,0,8,7500.0,684.774819,97.399107,0.1,12,Cluster 3.0
7907.725211,1.0,1685.19,1552.31,132.88,8253.390661,0.833333,0.75,0.166667,0.416667,14,27,18500.0,19841.25737,2025.836483,0.090909,12,Cluster 4.0
1242.886266,1.0,17.6,17.6,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,589.674674,472.763536,0.0,12,Cluster 2.0
1394.445085,1.0,0.0,0.0,0.0,279.693602,0.0,0.0,0.0,0.333333,4,0,1600.0,389.817084,510.935129,0.0,12,Cluster 2.0
1950.956894,0.833333,0.0,0.0,0.0,2844.307484,0.0,0.0,0.0,0.166667,2,0,3000.0,300.71395,405.461471,0.0,6,Cluster 2.0
910.821412,1.0,3726.65,2536.89,1189.76,0.0,1.0,0.916667,1.0,0.0,0,74,3000.0,5125.340024,238.125482,0.0,12,Cluster 1.0
512.946312,1.0,4391.87,3943.37,448.5,422.496562,1.0,1.0,0.666667,0.166667,2,46,16500.0,4962.461845,175.713135,0.916667,12,Cluster 1.0
46.290578,1.0,553.18,0.0,553.18,0.0,0.75,0.0,0.666667,0.0,0,13,8000.0,467.565103,149.339136,0.636364,12,Cluster 3.0
931.144615,0.666667,1864.5,1864.5,0.0,148.542419,0.333333,0.333333,0.0,0.333333,4,6,2000.0,194.303595,215.542334,0.0,6,Cluster 2.0
3074.49082,1.0,0.0,0.0,0.0,3382.232089,0.0,0.0,0.0,0.166667,2,0,4000.0,3249.404994,695.004032,0.0,12,Cluster 2.0
2643.39225,1.0,965.84,737.79,228.05,0.0,1.0,0.75,0.666667,0.0,0,33,4300.0,771.299727,627.391113,0.0,12,Cluster 3.0
11930.78446,1.0,37.03,0.0,37.03,5171.710442,0.25,0.0,0.25,0.5,14,3,14000.0,3042.925661,2791.675875,0.0,12,Cluster 4.0
12.886661,0.363636,1437.15,1399.8,37.35,0.0,0.333333,0.25,0.083333,0.0,0,4,2700.0,2372.012083,98.767606,0.25,12,Cluster 2.0
638.772385,1.0,2093.15,1218.8,874.35,0.0,1.0,0.416667,0.833333,0.0,0,45,1200.0,1017.966877,279.000158,0.0,12,Cluster 3.0
55.243291,1.0,750.0,0.0,750.0,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,710.623372,171.545021,1.0,12,Cluster 3.0
0.0,0.0,181.0,181.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,165.763083,326.5971786,0.0,12,Cluster 2.0
110.98472,0.909091,150.0,0.0,150.0,559.653063,0.083333,0.0,0.083333,0.166667,3,1,2000.0,731.165077,103.635405,0.111111,12,Cluster 2.0
88.13353,0.909091,1400.0,0.0,1400.0,0.0,0.833333,0.0,0.75,0.0,0,10,7500.0,1307.099065,138.949382,0.727273,12,Cluster 3.0
60.816514,0.818182,900.0,0.0,900.0,0.0,0.75,0.0,0.75,0.0,0,9,1000.0,1208.785022,174.822875,0.777778,12,Cluster 3.0
1105.179825,1.0,200.0,200.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,308.242594,725.821711,0.0,12,Cluster 2.0
2201.533726,1.0,0.0,0.0,0.0,2719.782919,0.0,0.0,0.0,0.166667,4,0,3000.0,3436.911086,711.894455,0.083333,12,Cluster 2.0
2122.821694,1.0,255.34,199.34,56.0,1331.769584,0.333333,0.166667,0.333333,0.5,7,6,5000.0,1016.843526,561.912557,0.0,12,Cluster 2.0
3250.621234,1.0,247.31,0.0,247.31,823.112588,0.583333,0.0,0.5,0.416667,6,7,4000.0,1016.490545,1014.858941,0.0,12,Cluster 2.0
0.0,0.0,0.0,0.0,0.0,253.887233,0.0,0.0,0.0,0.111111,1,0,500.0,2437.932505,946.7286666,0.0,9,Cluster 2.0
870.882167,1.0,1976.5,1276.5,700.0,146.371963,1.0,0.545455,0.727273,0.090909,1,18,1500.0,467.583907,302.185679,0.0,11,Cluster 3.0
547.484638,0.909091,1225.96,1071.23,154.73,0.0,0.833333,0.666667,0.166667,0.0,0,13,1500.0,400.154087,276.642257,0.0,12,Cluster 3.0
4274.488095,1.0,0.0,0.0,0.0,12527.49129,0.0,0.0,0.0,0.583333,17,0,10500.0,9836.835644,1115.092967,0.083333,12,Cluster 4.0
14.428951,0.727273,200.0,0.0,200.0,0.0,0.666667,0.0,0.666667,0.0,0,8,3000.0,291.222619,149.575815,0.375,12,Cluster 3.0
52.666422,1.0,150.3,0.0,150.3,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,54.722514,82.95518,0.0,6,Cluster 2.0
14.017311,0.454545,327.8,0.0,327.8,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,692.336439,94.456281,0.8,12,Cluster 2.0
3294.951011,1.0,2923.07,2762.0,161.07,3801.850865,1.0,0.916667,0.583333,0.166667,2,35,13000.0,6320.790788,1002.946812,0.0,12,Cluster 1.0
3937.87556,1.0,0.0,0.0,0.0,1767.100074,0.0,0.0,0.0,0.25,3,0,12000.0,2108.79056,1046.614165,0.0,12,Cluster 4.0
3278.982195,1.0,0.0,0.0,0.0,4431.586287,0.0,0.0,0.0,0.25,3,0,4500.0,3810.09665,1202.98256,0.083333,12,Cluster 4.0
3586.05105,1.0,141.0,40.0,101.0,1072.395255,0.5,0.083333,0.416667,0.25,3,7,4350.0,3843.798591,11760.91651,0.0,12,Cluster 4.0
3946.421177,1.0,1508.54,1508.54,0.0,0.0,1.0,1.0,0.0,0.0,0,16,8500.0,0.0,1546.0556462,0.0,12,Cluster 3.0
495.16253,1.0,0.0,0.0,0.0,836.270564,0.0,0.0,0.0,0.083333,1,0,1000.0,639.722174,248.656446,0.0,12,Cluster 2.0
478.787453,1.0,780.38,655.74,124.64,144.37846,0.5,0.416667,0.083333,0.083333,1,12,1500.0,1842.23355,217.989591,0.111111,12,Cluster 2.0
176.478557,0.545455,600.0,600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,690.478077,77.300437,0.0,12,Cluster 2.0
1197.052656,1.0,298.51,97.5,201.01,1362.13765,0.636364,0.090909,0.454545,0.090909,2,8,1700.0,2048.896136,486.579542,0.111111,11,Cluster 2.0
1348.085189,1.0,0.0,0.0,0.0,1364.200415,0.0,0.0,0.0,0.25,6,0,3500.0,721.056957,372.603452,0.0,12,Cluster 2.0
1539.46423,1.0,629.78,423.89,205.89,0.0,0.333333,0.083333,0.166667,0.0,0,6,2000.0,559.336578,467.519551,0.0,12,Cluster 2.0
1273.731635,1.0,0.0,0.0,0.0,534.228453,0.0,0.0,0.0,0.166667,3,0,1500.0,755.520686,568.672226,0.0,12,Cluster 2.0
1317.547661,1.0,1987.76,1062.44,925.32,0.0,1.0,0.5,0.916667,0.0,0,36,6000.0,753.735014,306.442797,0.0,12,Cluster 3.0
5227.616927,1.0,0.0,0.0,0.0,3819.594336,0.0,0.0,0.0,1.0,27,0,5200.0,4995.602345,5363.753233,0.0,12,Cluster 4.0
1061.394006,1.0,0.0,0.0,0.0,320.869981,0.0,0.0,0.0,0.333333,8,0,8500.0,273.383468,319.905806,0.0,12,Cluster 2.0
42.504303,0.272727,117.62,0.0,117.62,0.0,0.083333,0.0,0.083333,0.0,0,1,2500.0,1408.151874,128.91478,0.0,12,Cluster 2.0
4375.13933,1.0,32.1,0.0,32.1,1830.046883,0.083333,0.0,0.083333,0.083333,1,1,6000.0,2303.317555,1141.011091,0.0,12,Cluster 2.0
1051.38615,1.0,416.6,0.0,416.6,0.0,1.0,0.0,1.0,0.0,0,20,1050.0,509.248904,1006.439477,0.0,12,Cluster 3.0
61.976914,0.818182,401.63,401.63,0.0,0.0,0.5,0.5,0.0,0.0,0,7,6000.0,806.587482,130.017867,0.2,12,Cluster 2.0
3196.409012,1.0,2083.25,0.0,2083.25,0.0,0.75,0.0,0.666667,0.0,0,22,6000.0,641.03397,1268.590924,0.0,12,Cluster 3.0
1168.345069,1.0,0.0,0.0,0.0,96.091248,0.0,0.0,0.0,0.083333,1,0,1200.0,255.224549,252.04309,0.0,12,Cluster 2.0
1137.469948,1.0,1865.56,280.6,1584.96,157.80548,1.0,0.25,1.0,0.083333,3,62,1200.0,990.084482,2405.692294,0.0,12,Cluster 3.0
190.872836,0.545455,3011.36,0.0,3011.36,0.0,0.5,0.0,0.416667,0.0,0,6,7500.0,2543.018081,70.915266,0.3,12,Cluster 3.0
1002.93543,1.0,1056.33,0.0,1056.33,0.0,1.0,0.0,1.0,0.0,0,42,2200.0,1108.476353,1694.702504,0.0,12,Cluster 3.0
2021.514867,1.0,1582.84,1554.89,27.95,0.0,0.5,0.416667,0.083333,0.0,0,8,2500.0,565.380786,486.702058,0.0,12,Cluster 3.0
835.007085,0.75,90.39,90.39,0.0,1160.459619,0.125,0.125,0.0,0.125,1,1,1500.0,254.561828,152.221816,0.0,8,Cluster 2.0
15.669963,0.714286,70.81,0.0,70.81,0.0,0.714286,0.0,0.571429,0.0,0,7,1500.0,16.385421,84.383546,0.333333,7,Cluster 2.0
1780.188356,1.0,845.67,31.5,814.17,4137.170984,0.75,0.166667,0.583333,1.0,71,16,2500.0,3989.545295,566.947431,0.090909,12,Cluster 4.0
224.69247,0.888889,1112.07,0.0,1112.07,0.0,0.888889,0.0,0.777778,0.0,0,44,1500.0,900.366427,151.429715,0.0,9,Cluster 3.0
3646.30636,1.0,594.88,133.9,460.98,3281.891728,0.416667,0.166667,0.333333,0.5,15,9,9000.0,732.79341,1135.596349,0.0,12,Cluster 4.0
5019.019126,1.0,1517.85,1517.85,0.0,185.169509,0.272727,0.272727,0.0,0.181818,2,6,6000.0,1157.021023,1085.111218,0.0,11,Cluster 2.0
19.572514,0.909091,310.25,310.25,0.0,0.0,0.833333,0.833333,0.0,0.0,0,13,5500.0,322.934105,80.005624,0.7,12,Cluster 3.0
293.979281,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,486.063311,252.868183,0.0,12,Cluster 2.0
219.749851,1.0,1208.38,0.0,1208.38,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,1256.084967,187.61419,0.083333,12,Cluster 3.0
2732.813233,1.0,245.01,245.01,0.0,2721.303612,0.166667,0.166667,0.0,0.25,3,2,5000.0,1289.823661,782.936511,0.0,12,Cluster 2.0
198.815177,1.0,247.5,0.0,247.5,0.0,0.166667,0.0,0.166667,0.0,0,3,4000.0,283.50846,249.335824,0.0,12,Cluster 2.0
2569.379868,1.0,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5,15,5500.0,807.047622,590.361005,0.0,12,Cluster 2.0
2948.966018,1.0,4129.97,1804.1,2325.87,451.62219,1.0,0.75,1.0,0.25,4,56,5000.0,2557.014611,605.697272,0.0,12,Cluster 1.0
275.470825,1.0,2967.42,1903.72,1063.7,0.0,0.916667,0.666667,0.916667,0.0,0,40,3500.0,2569.455026,169.807651,0.333333,12,Cluster 3.0
78.287038,1.0,1045.76,63.2,982.56,0.0,1.0,0.083333,1.0,0.0,0,25,7000.0,944.999337,133.973858,0.4,12,Cluster 3.0
1530.883538,1.0,964.67,964.67,0.0,0.0,0.3,0.3,0.0,0.0,0,10,3000.0,288.366557,605.921914,0.0,10,Cluster 2.0
432.109743,1.0,334.48,281.98,52.5,473.763157,0.25,0.166667,0.166667,0.25,3,6,1200.0,634.297592,206.14725,0.0,12,Cluster 2.0
654.849672,1.0,630.0,630.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,729.355023,181.044246,0.0,12,Cluster 2.0
128.375213,0.727273,0.0,0.0,0.0,1897.551775,0.0,0.0,0.0,0.083333,2,0,9500.0,0.0,475.4907372000001,0.0,12,Cluster 2.0
6.690484,0.272727,133.2,0.0,133.2,0.0,0.333333,0.0,0.25,0.0,0,4,2500.0,418.446951,42.250987,0.0,12,Cluster 2.0
391.755763,1.0,575.72,400.72,175.0,0.0,0.833333,0.416667,0.5,0.0,0,13,10500.0,1631.594511,269.311255,0.333333,12,Cluster 3.0
242.901961,0.636364,790.39,540.77,249.62,3866.409521,0.75,0.166667,0.583333,0.333333,7,16,10000.0,3774.471563,121.14295,0.3,12,Cluster 2.0
820.163313,1.0,680.14,0.0,680.14,0.0,0.75,0.0,0.666667,0.0,0,18,1200.0,1178.247173,219.875876,0.0,12,Cluster 3.0
122.113869,1.0,1105.92,0.0,1105.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1105.854643,173.332353,0.666667,12,Cluster 3.0
43.656303,0.909091,2122.98,1826.67,296.31,0.0,0.833333,0.666667,0.166667,0.0,0,17,10500.0,2006.417008,131.553346,1.0,12,Cluster 3.0
5091.643375,1.0,0.0,0.0,0.0,2302.860148,0.0,0.0,0.0,0.5,10,0,6000.0,1315.48708,1815.957627,0.0,12,Cluster 4.0
3905.365959,1.0,150.8,150.8,0.0,1659.19931,0.166667,0.166667,0.0,0.416667,5,2,7500.0,990.524408,989.783286,0.0,12,Cluster 4.0
1033.394656,1.0,262.44,0.0,262.44,888.915071,0.666667,0.0,0.666667,0.166667,4,8,2000.0,569.731828,541.208044,0.0,12,Cluster 2.0
23.934205,0.818182,266.1,0.0,266.1,0.0,0.666667,0.0,0.583333,0.0,0,8,4000.0,313.233366,122.228515,0.636364,12,Cluster 3.0
31.744161,0.272727,465.5,0.0,513.0,0.0,0.25,0.0,0.166667,0.0,0,6,2500.0,767.462556,70.68518,0.0,12,Cluster 2.0
1466.91925,1.0,0.0,0.0,0.0,37.691257,0.0,0.0,0.0,0.166667,2,0,1500.0,323.642185,429.538368,0.0,12,Cluster 2.0
143.538206,1.0,415.47,0.0,415.47,0.0,1.0,0.0,1.0,0.0,0,17,3000.0,394.512806,172.574308,0.0,12,Cluster 3.0
7.388588,0.545455,84.05,0.0,84.05,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,171.883336,99.694319,0.2,12,Cluster 2.0
1.355556,0.727273,0.01,0.01,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,0.0,1224.4560862,0.0,12,Cluster 2.0
58.924277,1.0,449.4,0.0,449.4,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,420.654043,176.280895,0.545455,12,Cluster 3.0
127.240494,1.0,760.36,89.0,671.36,0.0,1.0,0.083333,1.0,0.0,0,17,2500.0,371.387459,176.24916,0.090909,12,Cluster 3.0
76.096025,0.909091,71.22,0.0,71.22,0.0,0.25,0.0,0.25,0.0,0,3,1500.0,216.059115,159.478913,0.0,12,Cluster 2.0
4353.46553,1.0,0.0,0.0,0.0,301.200047,0.0,0.0,0.0,0.25,3,0,4650.0,984.37305,2432.513704,0.0,12,Cluster 2.0
477.45278,1.0,71.48,71.48,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,700.0,322.357201,217.0654,0.0,12,Cluster 2.0
38.475299,0.818182,61.8,0.0,61.8,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,165.771479,137.482544,0.0,12,Cluster 2.0
777.853474,0.666667,0.0,0.0,0.0,1820.143378,0.0,0.0,0.0,0.5,8,0,2000.0,89.741508,173.276205,0.0,6,Cluster 2.0
45.45702,0.909091,175.0,175.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1200.0,212.558928,223.193529,0.0,12,Cluster 2.0
0.0,0.0,199.73,22.0,177.73,0.0,0.454545,0.090909,0.454545,0.0,0,6,9000.0,5557.460834,2198.849872,0.0,11,Cluster 2.0
2713.749041,1.0,0.0,0.0,0.0,318.035084,0.0,0.0,0.0,0.333333,4,0,3000.0,664.635735,880.427416,0.0,12,Cluster 2.0
9.630478,1.0,257.49,0.0,257.49,0.0,1.0,0.0,1.0,0.0,0,14,1500.0,251.907165,114.027084,0.7,12,Cluster 3.0
266.475852,0.272727,0.0,0.0,0.0,1560.735908,0.0,0.0,0.0,0.166667,2,0,1500.0,792.623374,226.586503,0.0,12,Cluster 2.0
7081.171387,1.0,0.0,0.0,0.0,26194.04954,0.0,0.0,0.0,0.909091,69,0,9000.0,20191.3077,1926.017588,0.222222,11,Cluster 4.0
427.90589,0.9,0.0,0.0,0.0,1093.566482,0.0,0.0,0.0,0.3,6,0,1200.0,127.378323,203.880732,0.0,10,Cluster 2.0
218.890208,0.6,0.0,0.0,0.0,447.102858,0.0,0.0,0.0,0.3,4,0,500.0,58.883172,166.541878,0.0,10,Cluster 2.0
23.150437,0.090909,0.0,0.0,0.0,3947.583198,0.0,0.0,0.0,0.083333,1,0,4000.0,0.0,273.8572086,0.0,12,Cluster 2.0
70.162707,0.636364,599.0,0.0,599.0,0.0,0.5,0.0,0.416667,0.0,0,6,1000.0,1007.348156,139.86007,1.0,12,Cluster 3.0
11.056609,0.454545,334.85,0.0,334.85,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,524.05706,133.229958,0.833333,12,Cluster 3.0
2187.00313,0.9,0.0,0.0,0.0,892.792807,0.0,0.0,0.0,0.1,2,0,3000.0,460.103356,455.40632,0.0,10,Cluster 2.0
7422.444145,1.0,148.29,148.29,0.0,9313.095186,0.083333,0.083333,0.0,0.416667,17,2,9000.0,2299.218749,2988.430055,0.0,12,Cluster 4.0
3605.714046,1.0,1779.0,1779.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5000.0,856.05828,761.012234,0.0,12,Cluster 2.0
279.253475,1.0,3243.86,3002.52,241.34,0.0,1.0,0.666667,0.916667,0.0,0,33,8500.0,3105.312146,192.561842,1.0,12,Cluster 3.0
4811.886042,1.0,4911.41,4005.81,905.6,10629.80756,0.75,0.75,0.25,0.416667,14,63,6000.0,10079.38741,2045.063933,0.111111,12,Cluster 4.0
58.811557,0.636364,370.0,370.0,0.0,19.719684,0.083333,0.083333,0.0,0.083333,1,1,1200.0,1483.573731,144.531014,0.090909,12,Cluster 2.0
96.155647,1.0,1070.73,432.8,637.93,0.0,1.0,1.0,0.75,0.0,0,27,10000.0,1229.025203,192.197394,1.0,12,Cluster 3.0
3805.493532,1.0,465.6,232.0,233.6,2406.661489,0.583333,0.166667,0.5,0.25,13,9,4500.0,949.278907,1461.557697,0.0,12,Cluster 4.0
0.0,0.0,23.0,0.0,23.0,0.0,0.083333,0.0,0.083333,0.0,0,1,5000.0,0.0,1132.9574644,0.0,12,Cluster 2.0
1494.69695,0.666667,0.0,0.0,0.0,3020.521475,0.0,0.0,0.0,0.5,20,0,3000.0,582.828406,318.94963,0.0,6,Cluster 4.0
1956.708852,1.0,1351.68,903.4,448.28,94.976442,0.833333,0.416667,0.583333,0.083333,1,19,2500.0,1240.372707,443.579192,0.0,12,Cluster 3.0
5938.788939,1.0,3394.94,1705.78,1689.16,0.0,1.0,0.833333,0.916667,0.0,0,59,12000.0,1367.537734,1374.956496,0.0,12,Cluster 1.0
1475.485907,1.0,522.68,522.68,0.0,1635.215775,0.25,0.25,0.0,0.166667,4,7,3000.0,265.318943,572.110855,0.0,12,Cluster 2.0
4.115287,0.363636,60.0,0.0,60.0,0.0,0.333333,0.0,0.25,0.0,0,4,2500.0,109.888829,166.384674,0.0,12,Cluster 2.0
1792.255588,1.0,582.85,482.21,100.64,0.0,0.833333,0.416667,0.833333,0.0,0,25,11500.0,4247.404958,451.556429,0.0,12,Cluster 3.0
151.467852,0.75,1554.52,1229.02,325.5,231.721336,0.75,0.75,0.625,0.125,1,27,1000.0,2224.113144,136.729435,1.0,8,Cluster 3.0
134.142415,0.909091,1729.67,1729.67,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,1200.0,1735.980519,127.46298,0.333333,12,Cluster 3.0
5658.938986,1.0,111.54,111.54,0.0,3344.962624,0.083333,0.083333,0.0,0.333333,7,1,6500.0,1386.242232,1781.099062,0.0,12,Cluster 4.0
56.116326,0.181818,368.47,368.47,0.0,66.320495,0.083333,0.083333,0.0,0.083333,2,5,2500.0,174.470592,167.4688,1.0,12,Cluster 2.0
1094.961929,1.0,498.21,0.0,498.21,1188.796657,1.0,0.0,0.875,0.5,8,14,1200.0,460.368166,1643.554755,0.0,8,Cluster 2.0
179.825945,1.0,1212.66,347.61,865.05,456.612334,0.833333,0.25,0.75,0.083333,1,25,2500.0,1711.231409,160.362153,0.272727,12,Cluster 3.0
950.717606,0.909091,0.0,0.0,0.0,1304.763283,0.0,0.0,0.0,0.166667,3,0,1500.0,1441.710359,263.781591,0.0,12,Cluster 2.0
30.217276,0.636364,332.5,0.0,332.5,0.0,0.583333,0.0,0.5,0.0,0,8,3000.0,262.580865,86.813318,0.416667,12,Cluster 3.0
2347.383015,1.0,0.0,0.0,0.0,1480.171443,0.0,0.0,0.0,0.333333,4,0,3000.0,571.934258,740.954917,0.0,12,Cluster 2.0
1678.85258,1.0,0.0,0.0,0.0,551.890714,0.0,0.0,0.0,0.083333,2,0,1800.0,360.416137,545.158224,0.0,12,Cluster 2.0
4931.40051,1.0,540.0,540.0,0.0,527.008867,0.083333,0.083333,0.0,0.25,6,2,11500.0,1174.80652,1147.961544,0.0,12,Cluster 4.0
146.261257,1.0,3139.97,2499.22,640.75,0.0,1.0,1.0,0.916667,0.0,0,41,5000.0,2990.926573,176.657439,0.833333,12,Cluster 3.0
93.427011,0.8,772.8,772.8,0.0,0.0,0.6,0.6,0.0,0.0,0,9,1200.0,850.9555,104.163023,1.0,10,Cluster 3.0
135.843015,0.181818,1111.4,1111.4,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1050.0,4121.57553,139.892334,0.0,12,Cluster 2.0
4320.267209,1.0,117.23,117.23,0.0,2746.430467,0.083333,0.083333,0.0,0.333333,6,1,8000.0,1200.321938,1017.299239,0.0,12,Cluster 4.0
4183.877488,1.0,353.75,0.0,353.75,4137.147297,0.833333,0.0,0.833333,0.25,6,19,9000.0,8713.847904,1677.290468,0.0,12,Cluster 4.0
22.879526,0.833333,171.0,0.0,171.0,0.0,0.833333,0.0,0.5,0.0,0,7,1500.0,152.51735,85.653871,1.0,6,Cluster 3.0
3360.689054,1.0,794.1,0.0,794.1,8095.180408,0.833333,0.0,0.75,0.666667,10,10,9500.0,4897.570343,1460.924018,0.0,12,Cluster 4.0
2833.613641,1.0,1387.52,526.12,861.4,1442.587409,1.0,0.25,0.75,0.166667,5,20,3000.0,1564.459934,2019.019279,0.0,12,Cluster 3.0
